id,key,value,type
105487828,full,"27, Ring Road East, Accra, Ghana",addr
105487828,alt_name,UNDP,regular
105487828,email,registry.gh@undp.org,contact
105487828,facebook,www.facebook.com/UNDP-Ghana/,contact
105487828,phone,+233 302215670,contact
105487828,twitter,https://twitter.com/UNDPGhana,contact
105487828,website,http://gh.undp.org/,contact
105487828,description,The United Nations Development Programme is the United Nations' global development network.,regular
105487828,name,"United Nations Development Proramme, Ghana",regular
105487828,office,igo,regular
105487828,operator,United Nations,regular
105487828,type,public,operator
105487828,oif-dfen_carteinnov,yes,project
105487828,short_name,UNDP Ghana,regular
105487828,source,local_knowledge;oif-dfen_carteinnov,regular
105487828,date,2017-11-04,source
105488019,full,"4, 8th Rangoon Close, Cantoments, Accra, Ghana",addr
105488019,email,accra@unicef.org,contact
105488019,facebook,https://www.facebook.com/UNICEFGhana/,contact
105488019,phone,+233 302772524,contact
105488019,twitter,https://twitter.com/UNICEFGhana,contact
105488019,website,https://unicef.org/ghana/,contact
105488019,description,The United Nations Children's Fund is a United Nations programme that provides humanitarian and developmental assistance to children and mothers in developing countries. It is a member of the United Nations Development Group,regular
105488019,name,"United Nations Children's Fund, Ghana",regular
105488019,office,ingo,regular
105488019,opening_hours,"Mo-Th 07:30-16:30, Fr 07:00-14:30",regular
105488019,operator,United Nations,regular
105488019,type,public,operator
105488019,oif-dfen_carteinnov,yes,project
105488019,short_name,UNICEF Ghana,regular
105488019,source,local_knowledge;oif-dfen_carteinnov,regular
105488019,date,2017-11-04,source
105488962,alt_name,Danish Embassy,regular
105488962,country,DK,regular
105488962,diplomatic,embassy,regular
105488962,name,Embassy of the Kingdom of Danmark,regular
105488962,it,Denmark,name
105488962,office,diplomatic,regular
105488962,target,GH,regular
105489073,name,The World Bank (Head Office),regular
105489073,source,Bing,regular
105506934,name,Coconut Grove Regency Hotel,regular
105506934,tourism,hotel,regular
105507471,name,The new North Ridge Hotel,regular
105507471,tourism,hotel,regular
105789030,created_by,Potlatch 0.5a,regular
105789030,name,Central Hotel,regular
105789030,tourism,hotel,regular
105793283,amenity,restaurant,regular
105793283,fixme,Check feature,regular
105793283,name,Monsoon - Food Court,regular
105797395,name,Woodin,regular
105797395,shop,fabric,regular
105797913,amenity,fuel,regular
105797913,name,Goil,regular
105932708,created_by,Potlatch 0.4c,regular
105932708,is_in,"Accra Metropolitan Area,Greater Accra Regio,Ghana",regular
105932708,name,Christiansborg,regular
105932708,place,hamlet,regular
105935084,created_by,Potlatch 0.5d,regular
105935084,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
105935084,name,West Ridge,regular
105935084,place,suburb,regular
105936375,created_by,Potlatch 0.5b,regular
105936375,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
105936375,name,North Ridge,regular
105936375,place,suburb,regular
105937349,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
105937349,name,Ringway Estates,regular
105937349,place,suburb,regular
105938326,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
105938326,name,Kanda Estates,regular
105938326,place,suburb,regular
105938734,name,Nima,regular
105938734,place,suburb,regular
105938734,source,Open Cities Accra / GARID- Field Survey,regular
105938734,wikidata,Q15045727,regular
106520719,point_feature,drain_bridge,drain
106520719,material,concrete,regular
106520719,source,Open Cities Accra / GARID- Field Survey,regular
107319420,name,Koala Shopping Centre,regular
107319420,shop,supermarket,regular
107390876,barrier,bollard,regular
107390876,foot,yes,regular
107390876,material,concrete,regular
107538150,amenity,theatre,regular
107538150,name,National Theatre,regular
107538150,wikidata,Q6978924,regular
110596584,crossing,uncontrolled,regular
110596584,highway,crossing,regular
110596588,crossing,uncontrolled,regular
110596588,highway,crossing,regular
110599942,highway,traffic_signals,regular
110609594,highway,traffic_signals,regular
110609597,bicycle,no,regular
110609597,crossing,traffic_signals,regular
110609597,crossing_ref,pelican,regular
110609597,highway,traffic_signals,regular
110609597,supervised,no,regular
110615087,highway,crossing,regular
116044214,source,Microsoft Bing satellite imagery 2012,regular
116044216,source,Microsoft Bing satellite imagery 2012,regular
120363907,bus,yes,regular
120363907,public_transport,stop_position,regular
121788532,highway,traffic_signals,regular
124073573,created_by,Potlatch 0.5b,regular
124073573,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
124073573,name,Asylum Down,regular
124073573,place,suburb,regular
124073573,wikidata,Q4812039,regular
124076573,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
124076573,name,Adabraka,regular
124076573,place,town,regular
124076573,population,36510,regular
124076573,wikidata,Q4678330,regular
124377660,bus,yes,regular
124377660,public_transport,stop_position,regular
126132336,crossing_ref,pelican,regular
126132336,highway,crossing,regular
130237477,bus,yes,regular
130237477,public_transport,stop_position,regular
132390063,name,South Industrial Area,regular
132390063,place,suburb,regular
132402202,name,Accra New Town,regular
132402202,place,suburb,regular
132402202,wikidata,Q20644853,regular
132404121,name,Maamobi,regular
132404121,place,suburb,regular
132404121,wikidata,Q15045726,regular
133038805,railway,buffer_stop,regular
326390593,highway,traffic_signals,regular
329953431,highway,traffic_signals,regular
372929914,government,legislative,regular
372929914,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
372929914,name,Parliament House,regular
372929914,office,government,regular
372929914,wikidata,Q7138914,regular
373239152,amenity,pub,regular
373239152,name,Epo's Spot,regular
392626596,amenity,place_of_worship,regular
392626596,denomination,roman_catholic,regular
392626596,name,Christ The King,regular
392626596,religion,christian,regular
392627877,amenity,post_office,regular
392627877,name,Cantonments Post Office,regular
482263204,alt_name,Togolese Embassy,regular
482263204,country,TG,regular
482263204,diplomatic,embassy,regular
482263204,name,Embassy of the Togolese Republic,regular
482263204,office,diplomatic,regular
482263204,target,GH,regular
707100251,amenity,cafe,regular
707100255,amenity,cafe,regular
707100255,name,Labone Coffee Shop,regular
775727819,amenity,restaurant,regular
775727819,name,Buka Restaurant,regular
775727819,it,Buka,name
775727828,maxspeed,50,regular
775727828,traffic_sign,maxspeed,regular
847506116,traffic_calming,bump,regular
915610931,source,Open Cities Accra / GARID- Field Survey,regular
1119273865,street,Papa Monrovia Street,addr
1119273865,amenity,restaurant,regular
1119273865,cuisine,italian,regular
1119273865,name,Mamma Mia,regular
1119273865,opening_hours,Tu-Fr 17:00-22:30; Sa-Su 12:00-22:30,regular
1119273865,phone,+233244264151,regular
1133566054,designation,central Accra,regular
1133566054,historic,monument,regular
1133566054,name,Kwame Nkrumah Interchange,regular
1133566054,wikidata,Q16733745,regular
1133566054,wikipedia,en:Kwame Nkrumah Interchange,regular
1140088322,highway,traffic_signals,regular
1151761364,alt_name,Ryan's Irish Pub,regular
1151761364,amenity,bar,regular
1151761364,name,Bloom Bar,regular
1183555461,name,Maxmart Shopping Center,regular
1183555461,it,Maxmart,name
1183555461,shop,supermarket,regular
1213932570,name,Paloma Hotel,regular
1213932570,en,Paloma Hotel,name
1213932570,tourism,hotel,regular
1213932600,name,Toyota,regular
1213932600,shop,car,regular
1213932673,amenity,fuel,regular
1213932673,brand,Total,regular
1213932673,name,37 Hospital Road Total,regular
1213932673,it,Total,name
1270558373,amenity,nightclub,regular
1270558373,name,Boomerang,regular
1270558802,highway,traffic_signals,regular
1276372887,amenity,place_of_worship,regular
1276372887,religion,christian,regular
1276372969,amenity,bank,regular
1276372969,atm,yes,regular
1276372969,name,ProCredit,regular
1276372981,amenity,fuel,regular
1276372981,brand,Shell,regular
1276372999,amenity,bank,regular
1276372999,atm,yes,regular
1276372999,name,ProCredit,regular
1276373016,amenity,bank,regular
1276373016,atm,yes,regular
1276373016,brand,Société Générale,regular
1276373016,wikidata,Q270363,brand
1276373016,name,Societe Generale Ghana,regular
1276373016,en,Societe Generale Ghana,name
1276373016,fr,Société Générale Ghana,name
1276373016,old_name,SGSSB,regular
1276373016,opening_hours,Mo-Fr 08:30-16:00,regular
1276373016,operator,Societe Generale Ghana Limited,regular
1276373016,website,https://societegenerale.com.gh/,regular
1276373026,amenity,place_of_worship,regular
1276373026,denomination,methodist,regular
1276373026,name,Rev. J.E. Allottey Pappoe Memorial Methodist church,regular
1276373026,religion,christian,regular
1276373031,suburb,Accra New Town,addr
1276373031,amenity,fuel,regular
1276373031,brand,Total,regular
1276373031,name,New Town Total,regular
1276373051,amenity,bank,regular
1276373051,atm,yes,regular
1276373051,brand,Société Générale,regular
1276373051,wikidata,Q270363,brand
1276373051,name,Societe Generale Ghana,regular
1276373051,en,Societe Generale Ghana,name
1276373051,fr,Société Générale Ghana,name
1276373051,old_name,SGSSB,regular
1276373051,opening_hours,Mo-Fr 08:30-16:00,regular
1276373051,operator,Societe Generale Ghana Limited,regular
1276373051,website,https://societegenerale.com.gh/,regular
1276388996,name,Melcom Plus,regular
1276388996,shop,supermarket,regular
1280783133,name,Highgate Hotel,regular
1280783133,tourism,hotel,regular
1280783155,crossing,traffic_signals,regular
1280783155,railway,level_crossing,regular
1280783157,name,Ampax Hotel,regular
1280783157,tourism,hotel,regular
1314917857,amenity,doctors,regular
1314917857,designation,Family And General Practice,regular
1314917857,emergency,no,regular
1314917857,name,Labone Clinic,regular
1314922012,name,Wangara Hotel,regular
1314922012,tourism,hotel,regular
1356937819,name,Accra Central View Hotel,regular
1356937819,tourism,hotel,regular
1356937824,name,C'Est Si Bon Hotel and Restaurant,regular
1356937824,tourism,hotel,regular
1356937838,amenity,restaurant,regular
1356937838,name,The Lexiton,regular
1356937838,old_name,Champs Sports Bar,regular
1356937844,amenity,restaurant,regular
1356937844,name,Dez Amis,regular
1356937846,amenity,place_of_worship,regular
1356937846,denomination,presbyterian,regular
1356937846,name,Faith Comunity Congregation Kokomlemle,regular
1356937846,religion,christian,regular
1356937868,name,New Haven Hotel,regular
1356937868,tourism,hotel,regular
1356937872,amenity,bank,regular
1356937872,name,ProCredit,regular
1356937887,highway,traffic_signals,regular
1356937919,amenity,doctors,regular
1356937919,name,St. Bernhard Eye Clinic,regular
1362200862,name,SSA Guest House,regular
1362200862,tourism,guest_house,regular
1362200866,amenity,restaurant,regular
1362200866,cuisine,regional,regular
1362200866,name,Tropical Taverna,regular
1363133989,amenity,restaurant,regular
1363133989,cuisine,thai,regular
1363133989,name,Zion Thai Restaurant,regular
1363133989,it,Zion,name
1364922549,name,Africa Motors,regular
1364922549,shop,car,regular
1364922555,amenity,bank,regular
1364922555,atm,yes,regular
1364922555,name,Ecobank,regular
1364922557,amenity,bank,regular
1364922557,atm,no,regular
1364922557,name,Ghana Commercial Bank LTD,regular
1364922558,amenity,pharmacy,regular
1364922558,healthcare,pharmacy,regular
1364922558,name,Jinlet Pharmacy,regular
1364922566,amenity,fuel,regular
1364922566,brand,Total,regular
1364922566,name,Ring Road Total,regular
1364922566,it,Total,name
1364922566,operator,Total,regular
1364922579,barrier,gate,regular
1364922579,bicycle,yes,regular
1364922579,foot,yes,regular
1364922579,motorcar,yes,regular
1364922579,motorcycle,yes,regular
1364922599,amenity,bank,regular
1364922599,atm,yes,regular
1364922599,name,UBA,regular
1364922601,amenity,bank,regular
1364922601,atm,yes,regular
1364922601,name,UBA,regular
1364926007,amenity,restaurant,regular
1364926007,cuisine,chinese,regular
1364926007,name,Dynasty Chinese Restaurant,regular
1364926007,it,Dynasty,name
1367126733,name,Ghana Army and Petty Officers Mess,regular
1367126737,amenity,restaurant,regular
1367126737,name,Ghana Cocoa Board Club House,regular
1367126742,name,Ghana Navy Wardroom,regular
1367126745,government,ministry,regular
1367126745,name,Ministry of Foreign Affairs and Regional Integration,regular
1367126745,office,government,regular
1367127060,amenity,studio,regular
1367127060,name,TV3,regular
1367127060,studio,television,regular
1368374819,alt_name,ADB,regular
1368374819,amenity,bank,regular
1368374819,atm,yes,regular
1368374819,name,Agricultural Development Bank,regular
1368374824,name,American Chamber of Commerce,regular
1368374824,office,company,regular
1368374827,amenity,fast_food,regular
1368374827,name,Bus Stop Fast Food,regular
1368374833,name,City Centre Guest House,regular
1368374833,tourism,guest_house,regular
1368374848,amenity,restaurant,regular
1368374848,name,De Gray,regular
1368374851,amenity,clinic,regular
1368374851,name,Dua Clinic,regular
1368374852,amenity,fast_food,regular
1368374852,name,Eddys Pizza and WichBurger,regular
1368374853,country,BF,regular
1368374853,diplomatic,embassy,regular
1368374853,name,Embassy of Burkina Faso,regular
1368374853,fr,Ambassade du Burkina Faso,name
1368374853,office,diplomatic,regular
1368374853,target,GH,regular
1368374854,amenity,post_office,regular
1368374854,name,FedEx,regular
1368374854,operator,FedEx,regular
1368374868,amenity,bank,regular
1368374868,atm,yes,regular
1368374868,name,Fidelity Bank,regular
1368374868,it,Fidelity,name
1368374869,amenity,bank,regular
1368374869,atm,yes,regular
1368374869,name,First National,regular
1368374869,operator,GN,regular
1368374870,name,Gye Nyame Hotel,regular
1368374870,tourism,hotel,regular
1368374872,amenity,studio,regular
1368374872,name,Happy 98.9FM,regular
1368374872,studio,radio,regular
1368374881,amenity,nightclub,regular
1368374881,name,Roxbury,regular
1368374883,name,SOS Children's Villages Ghana,regular
1368374883,note,find appropriate physical tag,regular
1368374883,office,ngo,regular
1368374885,name,Samsung,regular
1368374885,shop,mobile_phone,regular
1368374887,name,St Sam Hotel,regular
1368374887,tourism,hotel,regular
1368374893,amenity,bank,regular
1368374893,atm,yes,regular
1368374893,name,Standard Chartered,regular
1375249822,name,Accra,regular
1375249822,railway,station,regular
1375249822,wikidata,Q65053142,regular
1375249850,highway,traffic_signals,regular
1376298384,housenumber,38,addr
1376298384,street,Fifth Avenue,addr
1376298384,amenity,place_of_worship,regular
1376298384,name,Assemblies of God Church,regular
1376298384,religion,christian,regular
1376298394,amenity,restaurant,regular
1376298394,name,Bailemen,regular
1376298403,amenity,restaurant,regular
1376298403,cuisine,italian,regular
1376298403,name,Bella Roma,regular
1376298408,name,Chez Lion Hotel,regular
1376298408,tourism,hotel,regular
1376298414,amenity,fast_food,regular
1376298414,name,Chicken Republic,regular
1376298428,amenity,casino,regular
1376298428,name,Diamond Casino,regular
1376298431,name,El Elyon Hotel,regular
1376298431,tourism,hotel,regular
1376298432,name,Niagara Plus Hotel,regular
1376298432,tourism,hotel,regular
1376298434,street,Salem Road,addr
1376298434,amenity,restaurant,regular
1376298434,cuisine,chinese,regular
1376298434,name,Noble House Chinese Restaurant,regular
1376298434,phone,0302785151,regular
1376298439,name,Nova Hotel,regular
1376298439,tourism,hotel,regular
1376298461,amenity,place_of_worship,regular
1376298461,denomination,presbyterian,regular
1376298461,name,Presbiterian Church of Ghana,regular
1376298461,religion,christian,regular
1376298466,amenity,place_of_worship,regular
1376298466,name,Prince Emmanuel SDA Church,regular
1376298466,religion,christian,regular
1376298496,amenity,place_of_worship,regular
1376298496,denomination,roman_catholic,regular
1376298496,name,St. James Catholic Church,regular
1376298496,religion,christian,regular
1378720220,brand,Land Rover;TATA;Jeep;Chrysler,regular
1378720220,name,PHC Motors,regular
1378720220,shop,car,regular
1390293363,name,Alisa Hotel,regular
1390293363,tourism,hotel,regular
1390293364,name,Alisa Hotel Pegasus,regular
1390293364,tourism,hotel,regular
1390293365,internet_access,wlan,regular
1390293365,name,Atlantic Group,regular
1390293365,opening_hours,Mo-Fr 08:00-17:00,regular
1390293365,shop,computer,regular
1390293370,alt_name,Canadian Embassy,regular
1390293370,country,CA,regular
1390293370,diplomatic,high_commission,regular
1390293370,name,High Commission of Canada,regular
1390293370,fr,Haut-commissariat du Canada,name
1390293370,office,diplomatic,regular
1390293370,target,GH,regular
1390293370,website,https://www.canadainternational.gc.ca/ghana/index.aspx,regular
1390293370,wikidata,Q104382032,regular
1390293371,amenity,post_office,regular
1390293371,name,DHL Head Office,regular
1390293371,opening_hours,Mo-Fr 08:00-19:00; Sa 09:00-14:00,regular
1390293371,operator,DHL,regular
1390293371,phone,+233302213090,regular
1390293371,website,http://dhl.com.gh,regular
1390293378,city,Accra,addr
1390293378,country,GH,addr
1390293378,housenumber,6,addr
1390293378,street,Ridge Street,addr
1390293378,de,Deutsche Botschaft,alt_name
1390293378,en,German Embassy,alt_name
1390293378,country,DE,regular
1390293378,diplomatic,embassy,regular
1390293378,name,Embassy of the Federal Republic of Germany - Main Building,regular
1390293378,de,Botschaft der Bundesrepublik Deutschland - Haupthaus,name
1390293378,en,Embassy of the Federal Republic of Germany - Main Building,name
1390293378,fr,Ambassade d'Allemagne,name
1390293378,note,EMERGENCY NO: +233 24 4324889,regular
1390293378,office,diplomatic,regular
1390293378,opening_hours,Mo-Fr 09:00-12:00,regular
1390293378,phone,+233 30 2211000,regular
1390293378,target,GH,regular
1390293378,website,https://accra.diplo.de/,regular
1390293378,wikidata,Q58613729,regular
1390293379,amenity,place_of_worship,regular
1390293379,name,Emmanuel Temple Accra,regular
1390293379,religion,christian,regular
1390293403,highway,traffic_signals,regular
1390293405,highway,traffic_signals,regular
1390293406,highway,traffic_signals,regular
1390293407,highway,traffic_signals,regular
1390293415,highway,traffic_signals,regular
1390293416,highway,traffic_signals,regular
1390293417,highway,traffic_signals,regular
1390293418,highway,traffic_signals,regular
1390293430,country,NE,regular
1390293430,diplomatic,embassy,regular
1390293430,name,Embassy of the Republic of Niger,regular
1390293430,it,Republic of Niger,name
1390293430,office,diplomatic,regular
1390293430,target,GH,regular
1390293432,city,Accra,addr
1390293432,country,GH,addr
1390293432,housenumber,89,addr
1390293432,street,Independence Avenue,addr
1390293432,alt_name,Dutch Embassy,regular
1390293432,country,NL,regular
1390293432,diplomatic,embassy,regular
1390293432,email,acc@minbuza.nl,regular
1390293432,fax,+233302773655,regular
1390293432,name,Royal Embassy of the Netherlands,regular
1390293432,de,Königlich Niederländische Botschaft,name
1390293432,it,Netherlands,name
1390293432,office,diplomatic,regular
1390293432,opening_hours,Mo-Th 09:00-16:30; Fr 09:00-15:00,regular
1390293432,phone,+233302214350,regular
1390293432,target,GH,regular
1390293432,website,https://www.nederlandwereldwijd.nl/landen/ghana/over-ons/ambassade-in-accra,regular
1390293432,wikidata,Q25345743,regular
1397912960,brand,Continental,regular
1397912960,name,Continental,regular
1397912960,shop,tyres,regular
1397912977,name,Honda,regular
1397912977,shop,car,regular
1397912979,brand,BMW;Ford,regular
1397912979,name,Mechanical Lloyd Company Limited,regular
1397912979,shop,car,regular
1397913005,highway,traffic_signals,regular
1397913091,railway,level_crossing,regular
1397913112,amenity,bank,regular
1397913112,atm,yes,regular
1397913112,name,Sahel - Sahara Bank,regular
1397913118,amenity,bank,regular
1397913118,atm,yes,regular
1397913118,brand,Standard Chartered,regular
1397913118,wikidata,Q548278,brand
1397913118,wikipedia,en:Standard Chartered,brand
1397913118,name,Standard Chartered,regular
1397913126,amenity,bank,regular
1397913126,atm,yes,regular
1397913126,name,Zenith Bank,regular
1397913126,operator,Zenith Bank,regular
1400185048,amenity,bank,regular
1400185048,atm,yes,regular
1400185048,name,GT Bank,regular
1400185048,it,GT,name
1400185048,opening_hours,Mo-Fr 08:00-16:30,regular
1400185051,amenity,restaurant,regular
1400185051,name,Hin Lone,regular
1400185060,name,Kingdom Books & Stationery,regular
1400185060,shop,stationery,regular
1400185062,amenity,restaurant,regular
1400185062,opening_hours,permanently closed,regular
1400185066,amenity,restaurant,regular
1400185066,name,Melting Moments,regular
1405374110,name,Hyundai World,regular
1405374110,operator,Stallion Motors (Ghana) Ltd.,regular
1405374110,shop,car,regular
1405374114,name,Nissan,regular
1405374114,shop,car,regular
1405374124,street,Official Street,addr
1405374124,amenity,clinic,regular
1405374124,name,Odorna Medical Center,regular
1405374124,opening_hours,24/7,regular
1405374127,amenity,fuel,regular
1405374127,brand,Shell,regular
1405374127,name,Shell,regular
1405374130,name,Skoda,regular
1405374130,operator,Stallion Motors (Ghana) Ltd.,regular
1405374130,shop,car,regular
1405374140,name,Universal Motors Limited,regular
1405374140,operator,Auto Parts Ltd.,regular
1405374140,shop,car,regular
1417019958,amenity,doctors,regular
1417019958,name,West African Rescue Association Head Office - WARA,regular
1421745967,is_in,"Accra Metropolitan Area,Greater Accra Region,Ghana",regular
1421745967,name,North Industrial Area,regular
1421745967,place,suburb,regular
1421745967,wikidata,Q20088995,regular
1421745982,railway,level_crossing,regular
1446318447,name,Furnart,regular
1446318447,shop,furniture,regular
1447876745,city,Accra,addr
1447876745,postcode,00233,addr
1447876745,street,Gamel Abdul Nasser Street,addr
1447876745,alt_name,British High Commission,regular
1447876745,country,GB,regular
1447876745,diplomatic,high_commission,regular
1447876745,name,High Commission of the United Kingdom of Great Britain and Northern Ireland,regular
1447876745,office,diplomatic,regular
1447876745,target,GH,regular
1449438298,amenity,restaurant,regular
1449438298,cuisine,thai,regular
1449438298,name,Thai island,regular
1449438298,it,Thai Island,name
1489864588,barrier,bollard,regular
1489864588,bicycle,yes,regular
1489864588,foot,yes,regular
1521313235,name,Global Mamas,regular
1521313235,shop,clothes,regular
1521313235,website,www.globalmamas.org,regular
1542171478,amenity,restaurant,regular
1542171478,cuisine,sandwich,regular
1542171478,name,Toro Tapas Bar,regular
1558153185,amenity,fast_food,regular
1558153185,name,KFC Kentucky Fried Chicken,regular
1574150773,amenity,restaurant,regular
1574150773,name,Firefly Lounge Bar,regular
1601716623,amenity,restaurant,regular
1601716623,cuisine,indian,regular
1601716623,name,Tandoor,regular
1611124261,bus,yes,regular
1611124261,public_transport,stop_position,regular
1611124269,amenity,marketplace,regular
1613231859,city,Accra,addr
1613231859,alt_name,Swiss Embassy,regular
